"Function","CPU Time: Total","CPU Time: Self","Instructions Retired: Total","Instructions Retired: Self","Microarchitecture Usage: Total","Microarchitecture Usage: Self","Module","Function (Full)","Source File","Start Address"
"_mm256_mullo_epi32","0.00266667","0.00266667","8000000","8000000","1","1","xavs2","_mm256_mullo_epi32","avx2intrin.h","0xfa7e2"
"_mm256_madd_epi16","0.00266667","0.00266667","28800000","28800000","0.468751","0.468751","xavs2","_mm256_madd_epi16","avx2intrin.h","0x1097f1"
"_mm256_packs_epi32","0.00266667","0.00266667","33600000","33600000","0.937501","0.937501","xavs2","_mm256_packs_epi32","avx2intrin.h","0x10b3f0"
"biari_encode_symbol_fastrdo","0.00266667","0.00266667","8000000","8000000","0.34091","0.375001","xavs2","biari_encode_symbol_fastrdo","aec_fastrdo.c","0x7a8f6"
"_mm256_packs_epi32","0.00266667","0.00266667","27200000","27200000","","","xavs2","_mm256_packs_epi32","avx2intrin.h","0x10897b"
"_mm256_unpackhi_epi64","0.00266667","0.00266667","6400000","6400000","1","1","xavs2","_mm256_unpackhi_epi64","avx2intrin.h","0x107d95"
"_mm256_load_si256","0.00266667","0.00266667","9600000","9600000","1","1","xavs2","_mm256_load_si256","avxintrin.h","0xf30ae"
"_mm256_madd_epi16","0.00266667","0.00266667","12800000","12800000","0","0","xavs2","_mm256_madd_epi16","avx2intrin.h","0x10a163"
"scale_mv_biskip","0.00266667","0.00266667","38400000","38400000","0.535715","0.535715","xavs2","scale_mv_biskip","predict.h","0x84ac2"
"_mm256_madd_epi16","0.00266667","0.00266667","30400000","30400000","1","1","xavs2","_mm256_madd_epi16","avx2intrin.h","0xf2ccb"
"_mm256_madd_epi16","0.00266667","0.00266667","9600000","9600000","0.937501","0.937501","xavs2","_mm256_madd_epi16","avx2intrin.h","0xf8b89"
"_mm256_unpackhi_epi16","0.00266667","0.00266667","11200000","11200000","0.375001","0.375001","xavs2","_mm256_unpackhi_epi16","avx2intrin.h","0x10bfdb"
"is_block_available","0.00266667","0.00266667","56000000","35200000","0.803573","0.416667","xavs2","is_block_available","md_intra.c","0x23788"
"_mm_shuffle_epi8","0.00266667","0.00266667","20800000","20800000","","","xavs2","_mm_shuffle_epi8","tmmintrin.h","0x88908"
"_mm256_madd_epi16","0.00266667","0.00266667","35200000","35200000","0.625001","0.625001","xavs2","_mm256_madd_epi16","avx2intrin.h","0xf34e0"
"_mm256_permute2x128_si256","0.00266667","0.00266667","1600000","1600000","0","0","xavs2","_mm256_permute2x128_si256","avx2intrin.h","0xeb74f"
"_mm256_madd_epi16","0.00266667","0.00266667","9600000","9600000","0.750001","0.750001","xavs2","_mm256_madd_epi16","avx2intrin.h","0x10a56e"
"_mm256_unpacklo_epi64","0.00266667","0.00266667","16000000","16000000","1","1","xavs2","_mm256_unpacklo_epi64","avx2intrin.h","0x10bb37"
"_mm256_permute2x128_si256","0.00266667","0.00266667","1600000","1600000","0","0","xavs2","_mm256_permute2x128_si256","avx2intrin.h","0x113564"
"_mm256_add_epi32","0.00266667","0.00266667","46400000","46400000","0.937501","0.937501","xavs2","_mm256_add_epi32","avx2intrin.h","0x10acea"
"_mm256_hsub_epi16","0.00266667","0.00266667","36800000","36800000","1","1","xavs2","_mm256_hsub_epi16","avx2intrin.h","0xf8e6c"
"_mm256_hadd_epi32","0.00266667","0.00266667","67200000","67200000","","","xavs2","_mm256_hadd_epi32","avx2intrin.h","0xf970c"
"_mm_subs_epi16","0.00266667","0.00266667","6400000","6400000","0","0","xavs2","_mm_subs_epi16","emmintrin.h","0x3eb41"
"biari_encode_symbol_fastrdo","0.00266667","0.00266667","9600000","9600000","0.208334","0.208334","xavs2","biari_encode_symbol_fastrdo","aec_fastrdo.c","0x78bca"
"_mm_hadd_epi16","0.00266667","0.00266667","11200000","11200000","0.535715","0.535715","xavs2","_mm_hadd_epi16","tmmintrin.h","0x88955"
"_mm256_unpacklo_epi16","0.00266667","0.00266667","1600000","1600000","","","xavs2","_mm256_unpacklo_epi16","avx2intrin.h","0x106e74"
"_mm256_unpackhi_epi64","0.00266667","0.00266667","12800000","12800000","0","0","xavs2","_mm256_unpackhi_epi64","avx2intrin.h","0x10b867"
"_mm256_permute2f128_si256","0.00266667","0.00266667","35200000","35200000","1","1","xavs2","_mm256_permute2f128_si256","avxintrin.h","0xf9587"
"_mm256_storeu_si256","0.00266667","0.00266667","9600000","9600000","0.937501","0.937501","xavs2","_mm256_storeu_si256","avxintrin.h","0x107792"
"is_block_available","0.00266667","0.00266667","16000000","9600000","0.803573","0.833335","xavs2","is_block_available","md_intra.c","0x236cc"
"_mm256_maskstore_epi32","0.00266667","0.00266667","32000000","32000000","0.625001","0.625001","xavs2","_mm256_maskstore_epi32","avx2intrin.h","0x11c035"
"_mm256_madd_epi16","0.00266667","0.00266667","9600000","9600000","1","1","xavs2","_mm256_madd_epi16","avx2intrin.h","0xf2a59"
"_mm256_unpackhi_epi64","0.00266667","0.00266667","11200000","11200000","0.937501","0.937501","xavs2","_mm256_unpackhi_epi64","avx2intrin.h","0x10bb41"
"_mm256_add_epi32","0.00266667","0.00266667","1600000","1600000","1","1","xavs2","_mm256_add_epi32","avx2intrin.h","0xfaae3"
"_mm_add_epi16","0.00266667","0.00266667","32000000","32000000","0.803573","0.803573","xavs2","_mm_add_epi16","emmintrin.h","0x3f9f8"
"distortion_cal","0.00266667","0.00266667","1600000","1600000","0","0","xavs2","distortion_cal","sao.c","0x1eea3"
"_mm256_srai_epi32","0.00266667","0.00266667","0","0","","","xavs2","_mm256_srai_epi32","avx2intrin.h","0x107e7e"
"_mm256_mullo_epi32","0.00266667","0.00266667","16000000","16000000","","","xavs2","_mm256_mullo_epi32","avx2intrin.h","0xfaa5f"
"_mm256_sub_epi32","0.00266667","0.00266667","35200000","35200000","0.625001","0.625001","xavs2","_mm256_sub_epi32","avx2intrin.h","0x10aae4"
"_mm256_hadd_epi16","0.00266667","0.00266667","20800000","20800000","1","1","xavs2","_mm256_hadd_epi16","avx2intrin.h","0x1123c2"
"_mm256_hadd_epi32","0.00266667","0.00266667","17600000","17600000","1","1","xavs2","_mm256_hadd_epi32","avx2intrin.h","0xfa7ec"
"_mm_unpacklo_epi8","0.00266667","0.00266667","8000000","8000000","0","0","xavs2","_mm_unpacklo_epi8","emmintrin.h","0x8b8fa"
"_mm256_add_epi32","0.00266667","0.00266667","49600000","49600000","0.576924","0.576924","xavs2","_mm256_add_epi32","avx2intrin.h","0x10ac31"
"_mm256_storeu_si256","0.00266667","0.00266667","14400000","14400000","0","0","xavs2","_mm256_storeu_si256","avxintrin.h","0x112bd9"
"_mm_set_epi32","0.00266667","0.00266667","11200000","11200000","0.267858","0.267858","xavs2","_mm_set_epi32","emmintrin.h","0xb6e29"
"_mm256_mullo_epi32","0.00266667","0.00266667","14400000","14400000","1","1","xavs2","_mm256_mullo_epi32","avx2intrin.h","0xfac43"
"_mm_store_si128","0.00266667","0.00266667","1600000","1600000","0","0","xavs2","_mm_store_si128","emmintrin.h","0x98a60"
"sdip_early_bypass","0.00266667","0.00266667","0","0","1","1","xavs2","sdip_early_bypass","rdo.c","0x334b8"
"_mm256_add_epi32","0.00266667","0.00266667","56000000","56000000","1","1","xavs2","_mm256_add_epi32","avx2intrin.h","0x108391"
"_mm256_madd_epi16","0.00266667","0.00266667","27200000","27200000","1","1","xavs2","_mm256_madd_epi16","avx2intrin.h","0x10847e"
"_mm256_hadd_epi32","0.00266667","0.00266667","11200000","11200000","0","0","xavs2","_mm256_hadd_epi32","avx2intrin.h","0xf96f8"
"scale_mv_default","0.00266667","0.00266667","3200000","1600000","0.170455","0.3125","xavs2","scale_mv_default","md_inter.c","0x839bb"
"_mm256_unpacklo_epi32","0.00266667","0.00266667","20800000","20800000","0","0","xavs2","_mm256_unpacklo_epi32","avx2intrin.h","0x10bd48"
"_mm256_unpacklo_epi32","0.00266667","0.00266667","16000000","16000000","0.416667","0.416667","xavs2","_mm256_unpacklo_epi32","avx2intrin.h","0x10c055"
"_mm256_hadd_epi32","0.00266667","0.00266667","25600000","25600000","0","0","xavs2","_mm256_hadd_epi32","avx2intrin.h","0xfb0da"
"_mm256_packs_epi32","0.00266667","0.00266667","6400000","6400000","1","1","xavs2","_mm256_packs_epi32","avx2intrin.h","0xf8c14"
"_mm256_unpacklo_epi64","0.00266667","0.00266667","14400000","14400000","1","1","xavs2","_mm256_unpacklo_epi64","avx2intrin.h","0x107f28"
"plane_copy_mmx2","0.00266667","0.00266667","11200000","11200000","0.511364","0.511364","xavs2","plane_copy_mmx2","mc.c","0x48d84"
"_mm256_srli_epi16","0.00266667","0.00266667","19200000","19200000","1","1","xavs2","_mm256_srli_epi16","avx2intrin.h","0x11642e"
"aec_get_shift","0.00266667","0.00266667","9600000","9600000","1","1","xavs2","aec_get_shift","aec_fastrdo.c","0x7afed"
"_mm256_madd_epi16","0.00266667","0.00266667","17600000","17600000","","","xavs2","_mm256_madd_epi16","avx2intrin.h","0xf375d"
"_mm256_unpackhi_epi16","0.00266667","0.00266667","16000000","16000000","0","0","xavs2","_mm256_unpackhi_epi16","avx2intrin.h","0x10953d"
"_mm256_unpackhi_epi64","0.00266667","0.00266667","6400000","6400000","1","1","xavs2","_mm256_unpackhi_epi64","avx2intrin.h","0x10bdf9"
"_mm256_madd_epi16","0.00266667","0.00266667","38400000","38400000","0.703126","0.703126","xavs2","_mm256_madd_epi16","avx2intrin.h","0xf363f"
"_mm256_permute2x128_si256","0.00266667","0.00266667","12800000","12800000","0","0","xavs2","_mm256_permute2x128_si256","avx2intrin.h","0x108caa"
"_mm256_cvtepi16_epi32","0.00266667","0.00266667","6400000","6400000","0.234375","0.234375","xavs2","_mm256_cvtepi16_epi32","avx2intrin.h","0xfa11b"
"_mm256_add_epi32","0.00266667","0.00266667","25600000","25600000","0.937501","0.937501","xavs2","_mm256_add_epi32","avx2intrin.h","0x1138e8"
"_mm256_unpackhi_epi32","0.00266667","0.00266667","19200000","19200000","0.937501","0.937501","xavs2","_mm256_unpackhi_epi32","avx2intrin.h","0x108b41"
"_mm256_srai_epi32","0.00266667","0.00266667","3200000","3200000","0","0","xavs2","_mm256_srai_epi32","avx2intrin.h","0xf95ad"
"_mm256_hadd_epi16","0.00266667","0.00266667","12800000","12800000","","","xavs2","_mm256_hadd_epi16","avx2intrin.h","0x112350"
"_mm256_srai_epi32","0.00266667","0.00266667","1600000","1600000","0.937501","0.937501","xavs2","_mm256_srai_epi32","avx2intrin.h","0xf2da9"
"_mm256_packs_epi32","0.00266667","0.00266667","38400000","38400000","1","1","xavs2","_mm256_packs_epi32","avx2intrin.h","0x108a42"
"_mm256_add_epi32","0.00266667","0.00266667","9600000","9600000","0.937501","0.937501","xavs2","_mm256_add_epi32","avx2intrin.h","0xf9d87"
"_mm256_permute2f128_si256","0.00266667","0.00266667","6400000","6400000","1","1","xavs2","_mm256_permute2f128_si256","avxintrin.h","0xf9094"
"_mm256_unpacklo_epi32","0.00266667","0.00266667","6400000","6400000","1","1","xavs2","_mm256_unpacklo_epi32","avx2intrin.h","0x10b7bd"
"_mm256_madd_epi16","0.00266667","0.00266667","17600000","17600000","0","0","xavs2","_mm256_madd_epi16","avx2intrin.h","0x10a3c5"
"_mm256_srai_epi32","0.00266667","0.00266667","0","0","0","0","xavs2","_mm256_srai_epi32","avx2intrin.h","0xf2a4a"
"_mm256_srai_epi32","0.00266667","0.00266667","14400000","14400000","1","1","xavs2","_mm256_srai_epi32","avx2intrin.h","0x1087ac"
"_mm256_srai_epi32","0.00266667","0.00266667","4800000","4800000","0","0","xavs2","_mm256_srai_epi32","avx2intrin.h","0xf2a32"
"_mm256_hadd_epi32","0.00266667","0.00266667","12800000","12800000","0.937501","0.937501","xavs2","_mm256_hadd_epi32","avx2intrin.h","0xfac04"
"_mm256_mullo_epi16","0.00266667","0.00266667","6400000","6400000","0.937501","0.937501","xavs2","_mm256_mullo_epi16","avx2intrin.h","0x11334b"
"_mm256_unpacklo_epi64","0.00266667","0.00266667","8000000","8000000","0.625001","0.625001","xavs2","_mm256_unpacklo_epi64","avx2intrin.h","0x10c0a7"
"_mm_add_epi16","0.00266667","0.00266667","17600000","17600000","1","1","xavs2","_mm_add_epi16","emmintrin.h","0x3fa7a"
"_mm256_unpacklo_epi64","0.00266667","0.00266667","57600000","57600000","0.468751","0.468751","xavs2","_mm256_unpacklo_epi64","avx2intrin.h","0x108bbd"
"_mm_unpackhi_epi8","0.00266667","0.00266667","17600000","17600000","0.3125","0.3125","xavs2","_mm_unpackhi_epi8","emmintrin.h","0x3eb08"
"_mm256_add_epi32","0.00266667","0.00266667","32000000","32000000","","","xavs2","_mm256_add_epi32","avx2intrin.h","0xf3614"
"_mm256_srai_epi32","0.00266667","0.00266667","8000000","8000000","0.703126","0.703126","xavs2","_mm256_srai_epi32","avx2intrin.h","0xf9434"
"_mm256_storeu_si256","0.00266667","0.00266667","20800000","20800000","","","xavs2","_mm256_storeu_si256","avxintrin.h","0x10c7a6"
"_mm256_maddubs_epi16","0.00266667","0.00266667","27200000","27200000","","","xavs2","_mm256_maddubs_epi16","avx2intrin.h","0x110073"
"_mm256_mullo_epi32","0.00266667","0.00266667","14400000","14400000","","","xavs2","_mm256_mullo_epi32","avx2intrin.h","0xfa997"
"_mm256_unpackhi_epi64","0.00266667","0.00266667","11200000","11200000","0.937501","0.937501","xavs2","_mm256_unpackhi_epi64","avx2intrin.h","0x10b814"
"_mm256_lddqu_si256","0.00266667","0.00266667","14400000","14400000","0.375001","0.375001","xavs2","_mm256_lddqu_si256","avxintrin.h","0x108ef0"
"_mm256_madd_epi16","0.00266667","0.00266667","11200000","11200000","0.750001","0.750001","xavs2","_mm256_madd_epi16","avx2intrin.h","0x10a096"
"_mm256_srai_epi32","0.00266667","0.00266667","20800000","20800000","","","xavs2","_mm256_srai_epi32","avx2intrin.h","0xfa69b"
"_mm256_srai_epi32","0.00266667","0.00266667","16000000","16000000","0.625001","0.625001","xavs2","_mm256_srai_epi32","avx2intrin.h","0xf2c83"
"_mm256_srai_epi16","0.00266667","0.00266667","40000000","40000000","1","1","xavs2","_mm256_srai_epi16","avx2intrin.h","0x112438"
"_mm_maddubs_epi16","0.00266667","0.00266667","44800000","44800000","","","xavs2","_mm_maddubs_epi16","tmmintrin.h","0x88946"
"_mm256_shuffle_epi8","0.00266667","0.00266667","25600000","25600000","1","1","xavs2","_mm256_shuffle_epi8","avx2intrin.h","0xf8a4c"
"_mm256_srai_epi32","0.00266667","0.00266667","20800000","20800000","","","xavs2","_mm256_srai_epi32","avx2intrin.h","0xfa7a2"
"_mm256_hadd_epi32","0.00266667","0.00266667","24000000","24000000","1","1","xavs2","_mm256_hadd_epi32","avx2intrin.h","0xf93ec"
"_mm_cmpeq_epi8","0.00266667","0.00266667","25600000","25600000","1","1","xavs2","_mm_cmpeq_epi8","emmintrin.h","0x3db8f"
"_mm256_add_epi32","0.00266667","0.00266667","36800000","36800000","1","1","xavs2","_mm256_add_epi32","avx2intrin.h","0x113894"
"_mm256_madd_epi16","0.00266667","0.00266667","1600000","1600000","0","0","xavs2","_mm256_madd_epi16","avx2intrin.h","0xf9825"
"_mm256_srai_epi16","0.00266667","0.00266667","6400000","6400000","","","xavs2","_mm256_srai_epi16","avx2intrin.h","0x10279c"
"_mm256_unpacklo_epi16","0.00266667","0.00266667","1600000","1600000","0.375001","0.375001","xavs2","_mm256_unpacklo_epi16","avx2intrin.h","0x1093cb"
"_mm256_hadd_epi16","0.00266667","0.00266667","27200000","27200000","1","1","xavs2","_mm256_hadd_epi16","avx2intrin.h","0xf8b31"
"_mm256_sub_epi32","0.00266667","0.00266667","3200000","3200000","0.937501","0.937501","xavs2","_mm256_sub_epi32","avx2intrin.h","0x107cc3"
"_mm256_shuffle_epi8","0.00266667","0.00266667","49600000","49600000","","","xavs2","_mm256_shuffle_epi8","avx2intrin.h","0xf30f3"
"_mm256_madd_epi16","0.00266667","0.00266667","30400000","30400000","0.468751","0.468751","xavs2","_mm256_madd_epi16","avx2intrin.h","0x10a726"
"_mm256_maskstore_epi64","0.00266667","0.00266667","17600000","17600000","","","xavs2","_mm256_maskstore_epi64","avx2intrin.h","0x1149d8"
"_mm256_loadu_si256","0.00266667","0.00266667","0","0","0","0","xavs2","_mm256_loadu_si256","avxintrin.h","0x117ec0"
"_mm256_srai_epi16","0.00266667","0.00266667","9600000","9600000","0","0","xavs2","_mm256_srai_epi16","avx2intrin.h","0x10298a"
"_mm256_add_epi16","0.00266667","0.00266667","1600000","1600000","0","0","xavs2","_mm256_add_epi16","avx2intrin.h","0x102f95"
"_mm256_mullo_epi32","0.00266667","0.00266667","3200000","3200000","1","1","xavs2","_mm256_mullo_epi32","avx2intrin.h","0xfaab7"
"_mm256_hadd_epi32","0.00266667","0.00266667","32000000","32000000","0.375001","0.375001","xavs2","_mm256_hadd_epi32","avx2intrin.h","0xf93c9"
"_mm256_packs_epi32","0.00266667","0.00266667","1600000","1600000","0.937501","0.937501","xavs2","_mm256_packs_epi32","avx2intrin.h","0x10b67d"
"_mm256_storeu_si256","0.00266667","0.00266667","3200000","3200000","0.468751","0.468751","xavs2","_mm256_storeu_si256","avxintrin.h","0x11b5fb"
"_mm256_add_epi32","0.00266667","0.00266667","17600000","17600000","1","1","xavs2","_mm256_add_epi32","avx2intrin.h","0xf35a0"
"_mm256_madd_epi16","0.00266667","0.00266667","52800000","52800000","1","1","xavs2","_mm256_madd_epi16","avx2intrin.h","0xf350c"
"_mm256_add_epi32","0.00266667","0.00266667","32000000","32000000","0.937501","0.937501","xavs2","_mm256_add_epi32","avx2intrin.h","0x10ab10"
"_mm256_madd_epi16","0.00266667","0.00266667","44800000","44800000","1","1","xavs2","_mm256_madd_epi16","avx2intrin.h","0x10a232"
"_mm256_min_epi16","0.00266667","0.00266667","6400000","6400000","0","0","xavs2","_mm256_min_epi16","avx2intrin.h","0x107f4c"
"_mm256_maskstore_epi32","0.00266667","0.00266667","9600000","9600000","0.937501","0.937501","xavs2","_mm256_maskstore_epi32","avx2intrin.h","0x11ba0c"
"_mm_srai_epi32","0.00266667","0.00266667","19200000","19200000","0.375001","0.375001","xavs2","_mm_srai_epi32","emmintrin.h","0x8c48e"
"_mm_adds_epi8","0.00266667","0.00266667","19200000","19200000","1","1","xavs2","_mm_adds_epi8","emmintrin.h","0x3dc8d"
"_mm256_load_si256","0.00266667","0.00266667","40000000","40000000","1","1","xavs2","_mm256_load_si256","avxintrin.h","0xf3040"
"_mm256_storeu_si256","0.00266667","0.00266667","4800000","4800000","0","0","xavs2","_mm256_storeu_si256","avxintrin.h","0x111144"
"_mm256_srai_epi32","0.00266667","0.00266667","14400000","14400000","1","1","xavs2","_mm256_srai_epi32","avx2intrin.h","0xf3937"
"_mm256_packs_epi32","0.00266667","0.00266667","12800000","12800000","0","0","xavs2","_mm256_packs_epi32","avx2intrin.h","0x107ee8"
"bitstr_flush_bits","0.00266667","0.00266667","3200000","3200000","0","0","xavs2","bitstr_flush_bits","aec.h","0x64d30"
"_mm256_unpackhi_epi32","0.00266667","0.00266667","38400000","38400000","0.267858","0.267858","xavs2","_mm256_unpackhi_epi32","avx2intrin.h","0x108b3c"
"_mm256_hadd_epi32","0.00266667","0.00266667","24000000","24000000","1","1","xavs2","_mm256_hadd_epi32","avx2intrin.h","0xf93e2"
"_mm_add_epi32","0.00266667","0.00266667","32000000","32000000","","","xavs2","_mm_add_epi32","emmintrin.h","0x8c469"
"_mm256_madd_epi16","0.00266667","0.00266667","3200000","3200000","0.3125","0.3125","xavs2","_mm256_madd_epi16","avx2intrin.h","0xf9cd2"
"_mm256_add_epi32","0.00266667","0.00266667","14400000","14400000","","","xavs2","_mm256_add_epi32","avx2intrin.h","0xfa410"
"_mm256_hadd_epi32","0.00266667","0.00266667","4800000","4800000","1","1","xavs2","_mm256_hadd_epi32","avx2intrin.h","0xfa87d"
"_mm256_srai_epi32","0.00266667","0.00266667","9600000","9600000","1","1","xavs2","_mm256_srai_epi32","avx2intrin.h","0x1087d8"
"cu_get_slice_index","0.00266667","0.00266667","33600000","33600000","1","1","xavs2","cu_get_slice_index","cudata.h","0x21bad"
"_mm256_mullo_epi32","0.00266667","0.00266667","4800000","4800000","1","1","xavs2","_mm256_mullo_epi32","avx2intrin.h","0xfaf95"
"biari_encode_symbol_fastrdo","0.00266667","0.00266667","3200000","3200000","0","0","xavs2","biari_encode_symbol_fastrdo","aec_fastrdo.c","0x7b5d1"
"_mm256_unpackhi_epi16","0.00266667","0.00266667","38400000","38400000","1","1","xavs2","_mm256_unpackhi_epi16","avx2intrin.h","0x110ca2"
"_mm256_add_epi32","0.00266667","0.00266667","12800000","12800000","0.750001","0.750001","xavs2","_mm256_add_epi32","avx2intrin.h","0xfa618"
"_mm256_packs_epi32","0.00266667","0.00266667","9600000","9600000","","","xavs2","_mm256_packs_epi32","avx2intrin.h","0x10b66f"
"_mm256_madd_epi16","0.00266667","0.00266667","3200000","3200000","0.170455","0.170455","xavs2","_mm256_madd_epi16","avx2intrin.h","0xf3390"
