"Function","CPU Time: Total","CPU Time: Self","Instructions Retired: Total","Instructions Retired: Self","Microarchitecture Usage: Total","Microarchitecture Usage: Self","Module","Function (Full)","Source File","Start Address"
"_mm256_storeu_si256","0.00177778","0.00177778","16000000","16000000","0.208334","0.208334","xavs2","_mm256_storeu_si256","avxintrin.h","0x10c78b"
"_mm256_unpacklo_epi64","0.00177778","0.00177778","4800000","4800000","1","1","xavs2","_mm256_unpacklo_epi64","avx2intrin.h","0x10bdb3"
"_mm256_add_epi32","0.00177778","0.00177778","20800000","20800000","1","1","xavs2","_mm256_add_epi32","avx2intrin.h","0x10acfc"
"_mm256_shuffle_epi8","0.00177778","0.00177778","11200000","11200000","","","xavs2","_mm256_shuffle_epi8","avx2intrin.h","0xf88e9"
"_mm_srli_si128","0.00177778","0.00177778","1600000","1600000","1","1","xavs2","_mm_srli_si128","emmintrin.h","0x8d03f"
"_mm256_unpacklo_epi64","0.00177778","0.00177778","6400000","6400000","1","1","xavs2","_mm256_unpacklo_epi64","avx2intrin.h","0x10bdd1"
"_mm256_sub_epi16","0.00177778","0.00177778","3200000","3200000","","","xavs2","_mm256_sub_epi16","avx2intrin.h","0xed5e5"
"_mm256_add_epi32","0.00177778","0.00177778","8000000","8000000","0.937501","0.937501","xavs2","_mm256_add_epi32","avx2intrin.h","0xfaeef"
"check_mvd","0.00177778","0.00177778","8000000","8000000","1","1","xavs2","check_mvd","md_inter.c","0x87835"
"biari_encode_symbol_fastrdo","0.00177778","0.00177778","0","0","0","0","xavs2","biari_encode_symbol_fastrdo","aec_fastrdo.c","0x7a657"
"_mm256_packs_epi32","0.00177778","0.00177778","22400000","22400000","","","xavs2","_mm256_packs_epi32","avx2intrin.h","0x1089b1"
"_mm256_unpacklo_epi16","0.00177778","0.00177778","22400000","22400000","0.375001","0.375001","xavs2","_mm256_unpacklo_epi16","avx2intrin.h","0x10bfb1"
"_mm256_packs_epi32","0.00177778","0.00177778","22400000","22400000","1","1","xavs2","_mm256_packs_epi32","avx2intrin.h","0xf37aa"
"_mm256_madd_epi16","0.00177778","0.00177778","8000000","8000000","0.208334","0.208334","xavs2","_mm256_madd_epi16","avx2intrin.h","0xf9cf4"
"_mm256_unpackhi_epi16","0.00177778","0.00177778","0","0","0.468751","0.468751","xavs2","_mm256_unpackhi_epi16","avx2intrin.h","0xebace"
"_mm256_unpacklo_epi32","0.00177778","0.00177778","0","0","0","0","xavs2","_mm256_unpacklo_epi32","avx2intrin.h","0x105df5"
"_mm256_srai_epi32","0.00177778","0.00177778","8000000","8000000","1","1","xavs2","_mm256_srai_epi32","avx2intrin.h","0xfaa42"
"_mm256_add_epi32","0.00177778","0.00177778","8000000","8000000","1","1","xavs2","_mm256_add_epi32","avx2intrin.h","0xf974b"
"_mm256_unpackhi_epi32","0.00177778","0.00177778","0","0","0","0","xavs2","_mm256_unpackhi_epi32","avx2intrin.h","0xebda7"
"_mm256_permute4x64_epi64","0.00177778","0.00177778","11200000","11200000","","","xavs2","_mm256_permute4x64_epi64","avx2intrin.h","0xf865c"
"_mm256_shuffle_epi8","0.00177778","0.00177778","16000000","16000000","0.208334","0.208334","xavs2","_mm256_shuffle_epi8","avx2intrin.h","0xf8682"
"_mm_slli_epi16","0.00177778","0.00177778","12800000","12800000","","","xavs2","_mm_slli_epi16","emmintrin.h","0x3fb4b"
"_mm256_madd_epi16","0.00177778","0.00177778","4800000","4800000","0.468751","0.468751","xavs2","_mm256_madd_epi16","avx2intrin.h","0x109849"
"_mm256_load_si256","0.00177778","0.00177778","3200000","3200000","0.803573","0.803573","xavs2","_mm256_load_si256","avxintrin.h","0xf2f7a"
"_mm256_max_epi16","0.00177778","0.00177778","16000000","16000000","1","1","xavs2","_mm256_max_epi16","avx2intrin.h","0x108d7a"
"_mm256_madd_epi16","0.00177778","0.00177778","8000000","8000000","","","xavs2","_mm256_madd_epi16","avx2intrin.h","0x109a51"
"xavs2_clip3","0.00177778","0.00177778","20800000","20800000","1","1","xavs2","xavs2_clip3","avs2_defs.h","0x9c7b"
"_mm256_blend_epi32","0.00177778","0.00177778","4800000","4800000","0","0","xavs2","_mm256_blend_epi32","avx2intrin.h","0xf90af"
"_mm_and_si128","0.00177778","0.00177778","1600000","1600000","","","xavs2","_mm_and_si128","emmintrin.h","0x3e928"
"_mm256_add_epi32","0.00177778","0.00177778","27200000","27200000","1","1","xavs2","_mm256_add_epi32","avx2intrin.h","0x108543"
"_mm256_loadu_si256","0.00177778","0.00177778","0","0","0","0","xavs2","_mm256_loadu_si256","avxintrin.h","0x11af81"
"_mm256_packus_epi16","0.00177778","0.00177778","1600000","1600000","0","0","xavs2","_mm256_packus_epi16","avx2intrin.h","0x113466"
"_mm256_add_epi32","0.00177778","0.00177778","4800000","4800000","1","1","xavs2","_mm256_add_epi32","avx2intrin.h","0xfa2bf"
"_mm256_permute2f128_si256","0.00177778","0.00177778","1600000","1600000","1","1","xavs2","_mm256_permute2f128_si256","avxintrin.h","0xfab38"
"_mm256_add_epi32","0.00177778","0.00177778","14400000","14400000","1","1","xavs2","_mm256_add_epi32","avx2intrin.h","0xfaf57"
"_mm256_maddubs_epi16","0.00177778","0.00177778","11200000","11200000","0.937501","0.937501","xavs2","_mm256_maddubs_epi16","avx2intrin.h","0x11226b"
"_mm256_mullo_epi32","0.00177778","0.00177778","3200000","3200000","","","xavs2","_mm256_mullo_epi32","avx2intrin.h","0xfa9e8"
"_mm256_unpackhi_epi16","0.00177778","0.00177778","4800000","4800000","1","1","xavs2","_mm256_unpackhi_epi16","avx2intrin.h","0x110cac"
"_mm256_permute2x128_si256","0.00177778","0.00177778","33600000","33600000","1","1","xavs2","_mm256_permute2x128_si256","avx2intrin.h","0x107f12"
"_mm256_madd_epi16","0.00177778","0.00177778","17600000","17600000","","","xavs2","_mm256_madd_epi16","avx2intrin.h","0x10a5e8"
"_mm256_madd_epi16","0.00177778","0.00177778","30400000","30400000","0.468751","0.468751","xavs2","_mm256_madd_epi16","avx2intrin.h","0x10a362"
"_mm256_min_epi16","0.00177778","0.00177778","8000000","8000000","0.625001","0.625001","xavs2","_mm256_min_epi16","avx2intrin.h","0x107f34"
"_mm256_sub_epi32","0.00177778","0.00177778","30400000","30400000","","","xavs2","_mm256_sub_epi32","avx2intrin.h","0x10aa9e"
"_mm256_madd_epi16","0.00177778","0.00177778","6400000","6400000","1","1","xavs2","_mm256_madd_epi16","avx2intrin.h","0xf2cb5"
"_mm256_permute2x128_si256","0.00177778","0.00177778","4800000","4800000","","","xavs2","_mm256_permute2x128_si256","avx2intrin.h","0x10bb4f"
"_mm256_hadd_epi32","0.00177778","0.00177778","11200000","11200000","0.535715","0.535715","xavs2","_mm256_hadd_epi32","avx2intrin.h","0xf9130"
"_mm256_add_epi32","0.00177778","0.00177778","28800000","28800000","1","1","xavs2","_mm256_add_epi32","avx2intrin.h","0xfa897"
"_mm256_sub_epi32","0.00177778","0.00177778","17600000","17600000","","","xavs2","_mm256_sub_epi32","avx2intrin.h","0xfa70d"
"_mm256_storeu_si256","0.00177778","0.00177778","8000000","8000000","0","0","xavs2","_mm256_storeu_si256","avxintrin.h","0x107576"
"bitstr_flush_bits","0.00177778","0.00177778","1600000","1600000","0.625001","0.625001","xavs2","bitstr_flush_bits","aec.h","0x661ad"
"_mm256_add_epi32","0.00177778","0.00177778","11200000","11200000","","","xavs2","_mm256_add_epi32","avx2intrin.h","0xfb047"
"_mm256_hadd_epi32","0.00177778","0.00177778","14400000","14400000","1","1","xavs2","_mm256_hadd_epi32","avx2intrin.h","0xf2d37"
"_mm256_hadd_epi16","0.00177778","0.00177778","0","0","1","1","xavs2","_mm256_hadd_epi16","avx2intrin.h","0xf294b"
"_mm256_add_epi16","0.00177778","0.00177778","4800000","4800000","1","1","xavs2","_mm256_add_epi16","avx2intrin.h","0x10fc0e"
"_mm256_add_epi32","0.00177778","0.00177778","16000000","16000000","1","1","xavs2","_mm256_add_epi32","avx2intrin.h","0x1085ed"
"_mm256_unpacklo_epi64","0.00177778","0.00177778","19200000","19200000","0.34091","0.34091","xavs2","_mm256_unpacklo_epi64","avx2intrin.h","0x10c0dc"
"bitstr_flush_bits","0.00177778","0.00177778","1600000","1600000","0","0","xavs2","bitstr_flush_bits","aec.h","0x65ff5"
"_mm256_hadd_epi32","0.00177778","0.00177778","14400000","14400000","0.703126","0.703126","xavs2","_mm256_hadd_epi32","avx2intrin.h","0xfa8e6"
"_mm256_storeu_si256","0.00177778","0.00177778","9600000","9600000","1","1","xavs2","_mm256_storeu_si256","avxintrin.h","0x1079c9"
"_mm256_madd_epi16","0.00177778","0.00177778","57600000","57600000","0.703126","0.703126","xavs2","_mm256_madd_epi16","avx2intrin.h","0xf37cb"
"_mm256_madd_epi16","0.00177778","0.00177778","4800000","4800000","","","xavs2","_mm256_madd_epi16","avx2intrin.h","0x107def"
"_mm256_shuffle_epi8","0.00177778","0.00177778","24000000","24000000","0.750001","0.750001","xavs2","_mm256_shuffle_epi8","avx2intrin.h","0x112220"
"_mm256_storeu_si256","0.00177778","0.00177778","9600000","9600000","0","0","xavs2","_mm256_storeu_si256","avxintrin.h","0x107af2"
"_mm256_lddqu_si256","0.00177778","0.00177778","3200000","3200000","0","0","xavs2","_mm256_lddqu_si256","avxintrin.h","0x11bbb0"
"_mm256_store_si256","0.00177778","0.00177778","4800000","4800000","","","xavs2","_mm256_store_si256","avxintrin.h","0xeffe9"
"_mm_abs_epi16","0.00177778","0.00177778","20800000","20800000","1","1","xavs2","_mm_abs_epi16","tmmintrin.h","0x3f7ca"
"_mm256_castsi128_si256","0.00177778","0.00177778","20800000","20800000","1","1","xavs2","_mm256_castsi128_si256","avxintrin.h","0xf288e"
"_mm256_sub_epi32","0.00177778","0.00177778","33600000","33600000","1","1","xavs2","_mm256_sub_epi32","avx2intrin.h","0x10890a"
"_mm256_madd_epi16","0.00177778","0.00177778","1600000","1600000","0","0","xavs2","_mm256_madd_epi16","avx2intrin.h","0xf92dc"
"_mm256_madd_epi16","0.00177778","0.00177778","12800000","12800000","1","1","xavs2","_mm256_madd_epi16","avx2intrin.h","0x109f4a"
"_mm256_madd_epi16","0.00177778","0.00177778","1600000","1600000","0.625001","0.625001","xavs2","_mm256_madd_epi16","avx2intrin.h","0xf2dd5"
"_mm256_unpacklo_epi16","0.00177778","0.00177778","8000000","8000000","0.468751","0.468751","xavs2","_mm256_unpacklo_epi16","avx2intrin.h","0x10bc85"
"_mm256_unpackhi_epi16","0.00177778","0.00177778","51200000","51200000","0.426137","0.426137","xavs2","_mm256_unpackhi_epi16","avx2intrin.h","0x10946d"
"_mm256_storeu_si256","0.00177778","0.00177778","11200000","11200000","0","0","xavs2","_mm256_storeu_si256","avxintrin.h","0x107ad7"
"_mm256_permute2x128_si256","0.00177778","0.00177778","0","0","0","0","xavs2","_mm256_permute2x128_si256","avx2intrin.h","0xee8fb"
"memcpy","0.00177778","0.00177778","0","0","0","0","xavs2","memcpy","string_fortified.h","0x7acf"
"_mm256_unpacklo_epi8","0.00177778","0.00177778","30400000","30400000","0.468751","0.468751","xavs2","_mm256_unpacklo_epi8","avx2intrin.h","0x113538"
"_mm_packus_epi16","0.00177778","0.00177778","27200000","27200000","1","1","xavs2","_mm_packus_epi16","emmintrin.h","0x3fba3"
"_mm256_srai_epi32","0.00177778","0.00177778","20800000","20800000","0.750001","0.750001","xavs2","_mm256_srai_epi32","avx2intrin.h","0xf363a"
"_mm_maddubs_epi16","0.00177778","0.00177778","19200000","19200000","1","1","xavs2","_mm_maddubs_epi16","tmmintrin.h","0x8c03e"
"_mm256_add_epi16","0.00177778","0.00177778","4800000","4800000","1","1","xavs2","_mm256_add_epi16","avx2intrin.h","0x10ff9b"
"_mm256_permute2f128_si256","0.00177778","0.00177778","27200000","27200000","0.468751","0.468751","xavs2","_mm256_permute2f128_si256","avxintrin.h","0xfac0e"
"_mm256_packs_epi32","0.00177778","0.00177778","11200000","11200000","0.375001","0.375001","xavs2","_mm256_packs_epi32","avx2intrin.h","0x10b5f1"
"_mm256_madd_epi16","0.00177778","0.00177778","3200000","3200000","0.267858","0.267858","xavs2","_mm256_madd_epi16","avx2intrin.h","0xf9507"
"_mm256_cvtepu8_epi16","0.00177778","0.00177778","0","0","0","0","xavs2","_mm256_cvtepu8_epi16","avx2intrin.h","0x11883e"
"_mm256_hadd_epi32","0.00177778","0.00177778","8000000","8000000","1","1","xavs2","_mm256_hadd_epi32","avx2intrin.h","0xf9ba5"
"_mm256_cvtepu8_epi16","0.00177778","0.00177778","1600000","1600000","1","1","xavs2","_mm256_cvtepu8_epi16","avx2intrin.h","0x11b243"
"_mm256_hadd_epi32","0.00177778","0.00177778","4800000","4800000","0.937501","0.937501","xavs2","_mm256_hadd_epi32","avx2intrin.h","0xfa55e"
"_mm256_unpacklo_epi32","0.00177778","0.00177778","30400000","30400000","1","1","xavs2","_mm256_unpacklo_epi32","avx2intrin.h","0x10bd3e"
"_mm256_madd_epi16","0.00177778","0.00177778","1600000","1600000","0","0","xavs2","_mm256_madd_epi16","avx2intrin.h","0x1096d1"
"_mm_madd_epi16","0.00177778","0.00177778","4800000","4800000","0","0","xavs2","_mm_madd_epi16","emmintrin.h","0xb6ffb"
"_mm256_unpacklo_epi64","0.00177778","0.00177778","9600000","9600000","0.3125","0.3125","xavs2","_mm256_unpacklo_epi64","avx2intrin.h","0x10c08d"
"_mm_blendv_epi8","0.00177778","0.00177778","12800000","12800000","0","0","xavs2","_mm_blendv_epi8","smmintrin.h","0x3f9cb"
"_mm256_add_epi32","0.00177778","0.00177778","8000000","8000000","0.937501","0.937501","xavs2","_mm256_add_epi32","avx2intrin.h","0xfaf9f"
"_mm256_add_epi32","0.00177778","0.00177778","22400000","22400000","0.937501","0.937501","xavs2","_mm256_add_epi32","avx2intrin.h","0x1085e2"
"biari_encode_symbol_aec","0.00177778","0.00177778","6400000","4800000","0","0","xavs2","biari_encode_symbol_aec","aec.c","0x5ff32"
"_mm256_sub_epi16","0.00177778","0.00177778","4800000","4800000","","","xavs2","_mm256_sub_epi16","avx2intrin.h","0xef503"
"_mm256_add_epi32","0.00177778","0.00177778","14400000","14400000","","","xavs2","_mm256_add_epi32","avx2intrin.h","0xf9bf8"
"_mm256_madd_epi16","0.00177778","0.00177778","14400000","14400000","0","0","xavs2","_mm256_madd_epi16","avx2intrin.h","0x1110f1"
"_mm256_mullo_epi32","0.00177778","0.00177778","3200000","3200000","0","0","xavs2","_mm256_mullo_epi32","avx2intrin.h","0xfa4ef"
"bitstt_put_one_bit_and_remainder","0.00177778","0.00177778","6400000","6400000","0","0","xavs2","bitstt_put_one_bit_and_remainder","aec.c","0x642cd"
"_mm256_madd_epi16","0.00177778","0.00177778","17600000","17600000","0.937501","0.937501","xavs2","_mm256_madd_epi16","avx2intrin.h","0x10a5f5"
"_mm256_mullo_epi32","0.00177778","0.00177778","3200000","3200000","0.750001","0.750001","xavs2","_mm256_mullo_epi32","avx2intrin.h","0xfafc0"
"_mm256_unpackhi_epi64","0.00177778","0.00177778","0","0","0","0","xavs2","_mm256_unpackhi_epi64","avx2intrin.h","0xeca3a"
"_mm256_unpacklo_epi16","0.00177778","0.00177778","0","0","0","0","xavs2","_mm256_unpacklo_epi16","avx2intrin.h","0xead96"
"_mm256_max_epi16","0.00177778","0.00177778","16000000","16000000","","","xavs2","_mm256_max_epi16","avx2intrin.h","0x108d56"
"_mm256_add_epi32","0.00177778","0.00177778","1600000","1600000","1","1","xavs2","_mm256_add_epi32","avx2intrin.h","0xf95bc"
"_mm256_permute2x128_si256","0.00177778","0.00177778","0","0","0","0","xavs2","_mm256_permute2x128_si256","avx2intrin.h","0xee95a"
"_mm_and_si128","0.00177778","0.00177778","16000000","16000000","1","1","xavs2","_mm_and_si128","emmintrin.h","0x3f817"
"biari_encode_symbol_fastrdo","0.00177778","0.00177778","12800000","8000000","0.625001","0.937501","xavs2","biari_encode_symbol_fastrdo","aec_fastrdo.c","0x79f60"
"_mm256_add_epi32","0.00177778","0.00177778","6400000","6400000","0","0","xavs2","_mm256_add_epi32","avx2intrin.h","0xfab0b"
"_mm256_madd_epi16","0.00177778","0.00177778","14400000","14400000","1","1","xavs2","_mm256_madd_epi16","avx2intrin.h","0x10a6c7"
"_mm256_add_epi32","0.00177778","0.00177778","27200000","27200000","0.416667","0.416667","xavs2","_mm256_add_epi32","avx2intrin.h","0x10aa58"
"_mm256_castsi128_si256","0.00177778","0.00177778","6400000","6400000","1","1","xavs2","_mm256_castsi128_si256","avxintrin.h","0xf281a"
"_mm256_unpackhi_epi8","0.00177778","0.00177778","12800000","12800000","1","1","xavs2","_mm256_unpackhi_epi8","avx2intrin.h","0x1129d9"
"_mm256_srai_epi16","0.00177778","0.00177778","6400000","6400000","","","xavs2","_mm256_srai_epi16","avx2intrin.h","0x104d57"
"check_mvd","0.00177778","0.00177778","19200000","19200000","1","1","xavs2","check_mvd","md_inter.c","0x87df7"
"_mm_loadu_si128","0.00177778","0.00177778","8000000","8000000","0.625001","0.625001","xavs2","_mm_loadu_si128","emmintrin.h","0x8d02f"
"_mm256_unpackhi_epi64","0.00177778","0.00177778","1600000","1600000","0","0","xavs2","_mm256_unpackhi_epi64","avx2intrin.h","0x103411"
"_mm256_add_epi32","0.00177778","0.00177778","6400000","6400000","1","1","xavs2","_mm256_add_epi32","avx2intrin.h","0xfabbb"
"_mm256_madd_epi16","0.00177778","0.00177778","6400000","6400000","0","0","xavs2","_mm256_madd_epi16","avx2intrin.h","0xf2c40"
"_mm256_mullo_epi32","0.00177778","0.00177778","3200000","3200000","0","0","xavs2","_mm256_mullo_epi32","avx2intrin.h","0xfa5ef"
"_mm256_slli_epi16","0.00177778","0.00177778","1600000","1600000","0","0","xavs2","_mm256_slli_epi16","avx2intrin.h","0xefe6f"
"_mm256_unpacklo_epi32","0.00177778","0.00177778","14400000","14400000","0.416667","0.416667","xavs2","_mm256_unpacklo_epi32","avx2intrin.h","0x108b74"
"biari_encode_symbol_aec","0.00177778","0.00177778","6400000","6400000","0.511364","0.511364","xavs2","biari_encode_symbol_aec","aec.c","0x5ee96"
"_mm256_shuffle_epi8","0.00177778","0.00177778","12800000","12800000","","","xavs2","_mm256_shuffle_epi8","avx2intrin.h","0xf8a5b"
"_mm256_srai_epi32","0.00177778","0.00177778","24000000","24000000","0.416667","0.416667","xavs2","_mm256_srai_epi32","avx2intrin.h","0xfa5a0"
"_mm256_madd_epi16","0.00177778","0.00177778","22400000","22400000","0.375001","0.375001","xavs2","_mm256_madd_epi16","avx2intrin.h","0xf3962"
"_mm256_madd_epi16","0.00177778","0.00177778","22400000","22400000","0.937501","0.937501","xavs2","_mm256_madd_epi16","avx2intrin.h","0x10a2ad"
"_mm256_add_epi32","0.00177778","0.00177778","25600000","25600000","1","1","xavs2","_mm256_add_epi32","avx2intrin.h","0xfa45c"
"_mm_unpackhi_epi8","0.00177778","0.00177778","9600000","9600000","1","1","xavs2","_mm_unpackhi_epi8","emmintrin.h","0x3dac7"
"_mm256_max_epi16","0.00177778","0.00177778","0","0","0","0","xavs2","_mm256_max_epi16","avx2intrin.h","0x10c382"
"_mm256_hadd_epi32","0.00177778","0.00177778","67200000","67200000","","","xavs2","_mm256_hadd_epi32","avx2intrin.h","0xf2f3e"
"_mm256_permute2x128_si256","0.00177778","0.00177778","8000000","8000000","","","xavs2","_mm256_permute2x128_si256","avx2intrin.h","0x10c1f4"
"_mm256_unpackhi_epi64","0.00177778","0.00177778","1600000","1600000","0","0","xavs2","_mm256_unpackhi_epi64","avx2intrin.h","0xef25e"
"_mm256_storeu_si256","0.00177778","0.00177778","22400000","22400000","","","xavs2","_mm256_storeu_si256","avxintrin.h","0x10c71f"
"_mm256_unpacklo_epi16","0.00177778","0.00177778","0","0","0","0","xavs2","_mm256_unpacklo_epi16","avx2intrin.h","0xeea5d"
"_mm256_hadd_epi32","0.00177778","0.00177778","16000000","16000000","0","0","xavs2","_mm256_hadd_epi32","avx2intrin.h","0xf93d8"
"_mm256_srai_epi16","0.00177778","0.00177778","4800000","4800000","0.625001","0.625001","xavs2","_mm256_srai_epi16","avx2intrin.h","0x102773"
"_mm256_storeu_si256","0.00177778","0.00177778","3200000","3200000","0.468751","0.468751","xavs2","_mm256_storeu_si256","avxintrin.h","0x1078d6"
"_mm256_madd_epi16","0.00177778","0.00177778","1600000","1600000","0","0","xavs2","_mm256_madd_epi16","avx2intrin.h","0x10a5a9"
"_mm256_permute2x128_si256","0.00177778","0.00177778","0","0","0","0","xavs2","_mm256_permute2x128_si256","avx2intrin.h","0xec33e"
"_mm256_sub_epi32","0.00177778","0.00177778","20800000","20800000","0.937501","0.937501","xavs2","_mm256_sub_epi32","avx2intrin.h","0xf3582"
"_mm_loadu_si128","0.00177778","0.00177778","4800000","4800000","0.625001","0.625001","xavs2","_mm_loadu_si128","emmintrin.h","0xb6e02"
"_mm256_storeu_si256","0.00177778","0.00177778","6400000","6400000","0","0","xavs2","_mm256_storeu_si256","avxintrin.h","0x11b691"
"_mm256_hsub_epi16","0.00177778","0.00177778","16000000","16000000","","","xavs2","_mm256_hsub_epi16","avx2intrin.h","0xf8eb8"
"_mm256_unpacklo_epi16","0.00177778","0.00177778","20800000","20800000","0.535715","0.535715","xavs2","_mm256_unpacklo_epi16","avx2intrin.h","0x107eec"
"_mm256_madd_epi16","0.00177778","0.00177778","25600000","25600000","0.937501","0.937501","xavs2","_mm256_madd_epi16","avx2intrin.h","0x110d33"
"_mm_maskmoveu_si128","0.00177778","0.00177778","6400000","6400000","1","1","xavs2","_mm_maskmoveu_si128","emmintrin.h","0x8b934"
"_mm256_sub_epi32","0.00177778","0.00177778","22400000","22400000","0.937501","0.937501","xavs2","_mm256_sub_epi32","avx2intrin.h","0xfa29e"
"_mm_cmpeq_epi8","0.00177778","0.00177778","28800000","28800000","1","1","xavs2","_mm_cmpeq_epi8","emmintrin.h","0x3db94"
"biari_encode_symbol_fastrdo","0.00177778","0.00177778","3200000","3200000","0","0","xavs2","biari_encode_symbol_fastrdo","aec_fastrdo.c","0x753ee"
"_mm256_srai_epi32","0.00177778","0.00177778","9600000","9600000","0.937501","0.937501","xavs2","_mm256_srai_epi32","avx2intrin.h","0xfb006"
"_mm256_unpackhi_epi16","0.00177778","0.00177778","8000000","8000000","1","1","xavs2","_mm256_unpackhi_epi16","avx2intrin.h","0x1080ed"
"_mm256_hadd_epi32","0.00177778","0.00177778","4800000","4800000","","","xavs2","_mm256_hadd_epi32","avx2intrin.h","0xf3530"
"_mm256_add_epi32","0.00177778","0.00177778","12800000","12800000","0","0","xavs2","_mm256_add_epi32","avx2intrin.h","0x10ae19"
"_mm256_unpackhi_epi32","0.00177778","0.00177778","0","0","0","0","xavs2","_mm256_unpackhi_epi32","avx2intrin.h","0x106c5b"
"_mm256_hadd_epi32","0.00177778","0.00177778","6400000","6400000","1","1","xavs2","_mm256_hadd_epi32","avx2intrin.h","0xfa8ff"
"_mm256_castsi128_si256","0.00177778","0.00177778","6400000","6400000","0.937501","0.937501","xavs2","_mm256_castsi128_si256","avxintrin.h","0xf286b"
"_mm256_unpackhi_epi64","0.00177778","0.00177778","9600000","9600000","0","0","xavs2","_mm256_unpackhi_epi64","avx2intrin.h","0x10c0ff"
"_mm256_hadd_epi32","0.00177778","0.00177778","43200000","43200000","1","1","xavs2","_mm256_hadd_epi32","avx2intrin.h","0xf9d4d"
"_mm256_packus_epi16","0.00177778","0.00177778","8000000","8000000","1","1","xavs2","_mm256_packus_epi16","avx2intrin.h","0x11023e"
"_mm256_srai_epi32","0.00177778","0.00177778","16000000","16000000","1","1","xavs2","_mm256_srai_epi32","avx2intrin.h","0xfae17"
"_mm256_min_epi16","0.00177778","0.00177778","19200000","19200000","0","0","xavs2","_mm256_min_epi16","avx2intrin.h","0x108d05"
"_mm256_max_epi16","0.00177778","0.00177778","19200000","19200000","0","0","xavs2","_mm256_max_epi16","avx2intrin.h","0x108d1a"
"_mm256_add_epi32","0.00177778","0.00177778","4800000","4800000","0","0","xavs2","_mm256_add_epi32","avx2intrin.h","0xf9003"
"_mm256_maddubs_epi16","0.00177778","0.00177778","16000000","16000000","0","0","xavs2","_mm256_maddubs_epi16","avx2intrin.h","0x1123e0"
"_mm256_set_epi8","0.00177778","0.00177778","0","0","0","0","xavs2","_mm256_set_epi8","avxintrin.h","0x10fef7"
"_mm_packus_epi16","0.00177778","0.00177778","6400000","6400000","0","0","xavs2","_mm_packus_epi16","emmintrin.h","0x3fbb8"
"_mm256_permute2x128_si256","0.00177778","0.00177778","0","0","0","0","xavs2","_mm256_permute2x128_si256","avx2intrin.h","0xed274"
"_mm256_lddqu_si256","0.00177778","0.00177778","0","0","0","0","xavs2","_mm256_lddqu_si256","avxintrin.h","0x108014"
"_mm256_permute4x64_epi64","0.00177778","0.00177778","0","0","0","0","xavs2","_mm256_permute4x64_epi64","avx2intrin.h","0x115c0e"
"_mm256_madd_epi16","0.00177778","0.00177778","12800000","12800000","1","1","xavs2","_mm256_madd_epi16","avx2intrin.h","0x10a044"
"_mm_loadu_si128","0.00177778","0.00177778","3200000","3200000","","","xavs2","_mm_loadu_si128","emmintrin.h","0x8d086"
"_mm256_madd_epi16","0.00177778","0.00177778","4800000","4800000","0","0","xavs2","_mm256_madd_epi16","avx2intrin.h","0x109669"
"_mm256_permute2f128_si256","0.00177778","0.00177778","1600000","1600000","1","1","xavs2","_mm256_permute2f128_si256","avxintrin.h","0xf8c6c"
"_mm256_loadu_si256","0.00177778","0.00177778","30400000","30400000","1","1","xavs2","_mm256_loadu_si256","avxintrin.h","0x112998"
"_mm256_madd_epi16","0.00177778","0.00177778","8000000","8000000","0.937501","0.937501","xavs2","_mm256_madd_epi16","avx2intrin.h","0x109fa8"
"_mm256_add_epi32","0.00177778","0.00177778","6400000","6400000","1","1","xavs2","_mm256_add_epi32","avx2intrin.h","0xf9a64"
"_mm256_hadd_epi32","0.00177778","0.00177778","8000000","8000000","1","1","xavs2","_mm256_hadd_epi32","avx2intrin.h","0xfa658"
"_mm256_madd_epi16","0.00177778","0.00177778","6400000","6400000","0.535715","0.535715","xavs2","_mm256_madd_epi16","avx2intrin.h","0x10a657"
"_mm_storel_epi64","0.00177778","0.00177778","20800000","20800000","0.375001","0.375001","xavs2","_mm_storel_epi64","emmintrin.h","0x88967"
"bitstr_flush_bits","0.00177778","0.00177778","3200000","3200000","0","0","xavs2","bitstr_flush_bits","aec.h","0x6536d"
"_mm256_add_epi32","0.00177778","0.00177778","8000000","8000000","1","1","xavs2","_mm256_add_epi32","avx2intrin.h","0xf8f57"
"_mm256_add_epi32","0.00177778","0.00177778","9600000","9600000","1","1","xavs2","_mm256_add_epi32","avx2intrin.h","0xfa9bd"
"_mm_storel_epi64","0.00177778","0.00177778","8000000","8000000","0.625001","0.625001","xavs2","_mm_storel_epi64","emmintrin.h","0x8b996"
"_mm256_add_epi32","0.00177778","0.00177778","33600000","33600000","","","xavs2","_mm256_add_epi32","avx2intrin.h","0x10a954"
"_mm256_castsi128_si256","0.00177778","0.00177778","48000000","48000000","1","1","xavs2","_mm256_castsi128_si256","avxintrin.h","0xf283f"
"_mm256_add_epi32","0.00177778","0.00177778","0","0","","","xavs2","_mm256_add_epi32","avx2intrin.h","0xf4cb2"
"_mm256_unpacklo_epi16","0.00177778","0.00177778","1600000","1600000","0","0","xavs2","_mm256_unpacklo_epi16","avx2intrin.h","0x107287"
"_mm_blendv_epi8","0.00177778","0.00177778","14400000","14400000","1","1","xavs2","_mm_blendv_epi8","smmintrin.h","0x3ebff"
"_mm256_set_epi16","0.00177778","0.00177778","3200000","3200000","0.625001","0.625001","xavs2","_mm256_set_epi16","avxintrin.h","0x113630"
